mall-1.0.2;com.macro.mall.controller.UmsAdminController.getAdminInfo;FeatureEnvy;method
mall-1.0.2;com.macro.mall.controller.UmsAdminController.updatePassword;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.OmsOrderReturnApplyServiceImpl.updateStatus;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.OmsOrderServiceImpl.delivery;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.OmsOrderServiceImpl.close;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.OmsOrderServiceImpl.updateReceiverInfo;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.OmsOrderServiceImpl.updateMoneyInfo;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.OmsOrderServiceImpl.updateNote;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.OssServiceImpl.policy;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.OssServiceImpl.callback;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.PmsBrandServiceImpl.updateBrand;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.PmsProductAttributeServiceImpl.create;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.PmsProductAttributeServiceImpl.delete;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.PmsProductCategoryServiceImpl.setCategoryLevel;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.PmsProductServiceImpl.handleUpdateSkuStockList;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.PmsProductServiceImpl.list;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.PmsProductServiceImpl.updateVerifyStatus;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.PmsProductServiceImpl.list;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.SmsCouponServiceImpl.create;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.SmsCouponServiceImpl.update;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.UmsAdminServiceImpl.register;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.UmsAdminServiceImpl.update;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.UmsAdminServiceImpl.updatePassword;FeatureEnvy;method
mall-1.0.2;com.macro.mall.service.impl.UmsMenuServiceImpl.updateLevel;FeatureEnvy;method
mall-1.0.2;com.macro.mall.common.api.CommonPage.restPage;FeatureEnvy;method
mall-1.0.2;com.macro.mall.common.api.CommonPage.restPage;FeatureEnvy;method
