gson-gson-parent-2.8.8;com.google.gson.codegen.JavaWriter.beginType;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.codegen.JavaWriter.field;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.codegen.JavaWriter.beginMethod;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.examples.android.model.LineItem.LineItem;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.graph.GraphAdapterBuilder.Element.Element;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.Gson.Gson;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.GsonBuilder.addTypeAdaptersForDate;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.internal.$Gson$Types.resolve;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.internal.bind.CollectionTypeAdapterFactory.Adapter.Adapter;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory.getTypeAdapter;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.internal.bind.MapTypeAdapterFactory.Adapter.Adapter;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.ReflectiveTypeAdapterFactory;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.createBoundField;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.internal.bind.TreeTypeAdapter.TreeTypeAdapter;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.internal.bind.TreeTypeAdapter.SingleTypeFactory.SingleTypeFactory;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.internal.LinkedHashTreeMap.Node.Node;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.internal.LinkedTreeMap.Node.Node;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.common.TestTypes.BagOfPrimitives.BagOfPrimitives;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.functional.DefaultTypeAdaptersTest.assertEqualsDate;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.functional.DefaultTypeAdaptersTest.assertEqualsTime;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.functional.ExposeFieldsTest.ClassWithExposedFields.ClassWithExposedFields;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.functional.InheritanceTest.ClassWithSubInterfacesOfCollection.ClassWithSubInterfacesOfCollection;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.functional.JsonTreeTest.SubTypeOfBagOfPrimitives.SubTypeOfBagOfPrimitives;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.functional.MapTest.newMap;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.functional.ParameterizedTypesTest.ObjectWithTypeVariables.ObjectWithTypeVariables;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.functional.ParameterizedTypesTest.MultiParameters.MultiParameters;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.functional.TreeTypeAdaptersTest.Course.Course;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.GsonTypeAdapterTest.assertSerialized;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.metrics.BagOfPrimitives.BagOfPrimitives;LongParameterList;method
gson-gson-parent-2.8.8;com.google.gson.protobuf.ProtoTypeAdapter.ProtoTypeAdapter;LongParameterList;method
